Posted At,Job Title,Company Name,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Posted 30+ days ago·,AutoCAD Draftsman,KMNR Engineering,https://pk.indeed.com/cmp/Kmnr-Engineering?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6qgmujl0v804&fromjk=9f1957fd9d5783ac,Karachi,,,No experience required,No specific education required
Today·,Software Engineers Bubble.io,Carpe Diem,https://pk.indeed.com/cmp/Carpe%E3%80%80diem?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6qridjrig800&fromjk=f3212805f20abe36,Karachi,Full-time,,No experience required,No specific education required
Today·,Senior QA Analyst (Remote),Architecture in Motion Inc.,https://pk.indeed.com/cmp/Architecture-in-Motion?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6r3gvjtss800&fromjk=17a5e93a3fbe32ff,Lahore Gpo,Full-time,,No experience required,Bachelor’s Degree
Posted 30+ days ago·,Machine Learning Engineers,"Lahore, Punjab","https://pk.indeed.com/cmp/Lahore,-Punjab?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6rafejrhg800&fromjk=46aa5bed1ff6152a",Pakistan,Full-time,,Mid level,No specific education required
Posted 1 day ago·,Senior Maintenance Executive,GSK,https://pk.indeed.com/cmp/Gsk-5f077e22?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6ricljrj3800&fromjk=573dfd1a151f8845,Karachi,,,Mid level,No specific education required
Posted 11 days ago·,Building Maintenance Officer,GSK,https://pk.indeed.com/cmp/Gsk-5f077e22?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6rt7niekh800&fromjk=3ba7ec8cb0753816,Karachi,,,Mid level,No specific education required
Active 2 days ago·,CAD Designer,Head of Commercial/Corporate Banking,https://pk.indeed.com/cmp/Head-of-Commercial-Corporate-Banking?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6s92sjkbq802&fromjk=0b89d227e9a398cd,Karachi,Full-time,"Rs 40,000",Entry level,No specific education required
Active 4 days ago·,Solar Technician/Installer,Robox Power (pvt) ltd,https://pk.indeed.com/cmp/Robox-Power-(pvt)-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6sd0ujrji800&fromjk=0727215651cb4b07,Lahore,"Full-time
Contract","Rs 30,000",Entry level,No specific education required
Posted 3 days ago·,Data Scientist / Machine learning Engineer / Artificial Intelligence,Psi Square,https://pk.indeed.com/cmp/Psi-Square?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6shu6jrho800&fromjk=a71e4334e69f7244,Lahore,Full-time,"Rs 60,000",No experience required,No specific education required
Posted 30+ days ago·,Fresh Engineers,Crystallite Pakistan Pvt Ltd,https://pk.indeed.com/cmp/Crystallite-Pakistan-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6snsej6e4800&fromjk=a8cba53e4f1b2a84,Karachi,Full-time,"Rs 30,000",No experience required,Bachelor’s Degree
Active 3 days ago·,Purchasing/Sourcing/Data Entry,Apsol pvt Ltd,https://pk.indeed.com/cmp/Apsol-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6sue52fec000&fromjk=99e9b285983609ed,Lahore,"Fresher
Full-time","Rs 25,000",No experience required,No specific education required
Active 10 days ago·,Machine Learning/AI Engineer,Smart Placement (Pvt) Ltd,https://pk.indeed.com/cmp/Smart-Placement-7?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6t3a9j6d682v&fromjk=0140c08a7a3ef07a,Islamabad,Full-time,,Mid level,Master’s Degree
Active 2 days ago·,Mechanical MEP Design Engineer,CA Block Engineering & Consultants,https://pk.indeed.com/cmp/CA-Block-Engineering-&-Consultants?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6tb882fnk002&fromjk=7bc63f20af0b116a,Islamabad,Full-time,"Rs 60,000",Mid level,No specific education required
Active 23 days ago·,Frontend WordPress Developer (Night Shift),Smart Placement (Pvt) Ltd,https://pk.indeed.com/cmp/Smart-Placement-7?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6th6gj9jb81d&fromjk=eca93e8711a71f68,Lahore,Full-time,"Rs 21,083",No experience required,No specific education required
Active 2 days ago·,QA QC Inspector (Civil),AL-Jalil Developers,https://pk.indeed.com/cmp/Al--jalil-Developers?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6tl94jri0800&fromjk=e4809c2ba5543c0d,Lahore,Full-time,"Rs 55,000",No experience required,No specific education required
Posted 4 days ago·,Head Data Engineering,HBL,https://pk.indeed.com/cmp/Hbl?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6tq8f2fnk000&fromjk=c7a7d0b4330dbd0a,Pakistan,,,Senior Level,Master’s Degree
Active 3 days ago·,Planning Engineer Mechanical,IKAN Engineering Services Private Limited,https://pk.indeed.com/cmp/Ikan-Engineering-Services-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6u6a5jrho800&fromjk=09013da34b9891c6,Lahore,Full-time,"Rs 70,000",Senior Level,No specific education required
Posted 2 days ago·,Data Engineer PySpark AWS,Fusemachines,https://pk.indeed.com/cmp/Fusemachines?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6ubbbjrj3800&fromjk=97c568eb1b475217,Pakistan,,,Entry level,No specific education required
Today·,PRODUCTION ENGINEER (PROCESS),MOL GROUP,https://pk.indeed.com/cmp/Mol-Group?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6umbdjrho800&fromjk=7c9dcebde4633155,Banda Daud Shah,Full-time,,No experience required,No specific education required
Posted 30+ days ago·,AutoCAD Designer,Fulcrum Pvt Ltd,https://pk.indeed.com/cmp/Fulcrum-Pvt-Ltd-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6v0ubjtul804&fromjk=fcc40fe71aebc491,Karachi,Full-time,"Rs 60,000 a month",Entry level,No specific education required
Active 2 days ago·,Production Supervisor,HRSG Outsourcing Pvt.Ltd.,https://pk.indeed.com/cmp/Hrsg?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6v78oj9jb802&fromjk=7e8496c8c6765c7c,Karachi,Full-time,"Rs 55,000 a month",Entry level,No specific education required
Active 8 days ago·,carpenter funriture,mahenti industries,https://pk.indeed.com/cmp/Mahenti-Industries-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6vc9ojrjb893&fromjk=a70c34d16c8ae40d,Korangi,"Part-time
Full-time","Rs 35,000",No experience required,No specific education required
Posted 1 day ago·,Civil NDT Inspector,Velosi,https://pk.indeed.com/cmp/Velosi?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6vgt6jtul800&fromjk=f2d63e11a161e596,Karachi,Full-time,,Entry level,No specific education required
Active 2 days ago·,Process Engineer,RAG Process LLC,https://pk.indeed.com/cmp/Rag-Process-LLC-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse6vpcgjl0v800&fromjk=c30d956dfb02d4bf,Lahore,Full-time,,Senior Level,No specific education required
Active 2 days ago·,Trainer - AutoCAD Civil 2D/3D | Remote,MASIT SOLUTIONS,https://pk.indeed.com/cmp/Masit-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7016hjtss800&fromjk=48b32f0e0ac14bc5,Karachi,"Part-time
Full-time","Rs 50,000",Mid level,No specific education required
Active 3 days ago·,Solar Design Engineer,UB Solar,https://pk.indeed.com/cmp/The-Educators-0271ce7a?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7055ajrhg808&fromjk=af771b1d4d24a88b,Rawalpindi,Full-time,"Rs 45,000",No experience required,No specific education required
Active 2 days ago·,Industrial Engineering Executive,Style Textile (Pvt) Ltd,https://pk.indeed.com/cmp/Style-Textile-(pvt)-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse70a1ejrhg800&fromjk=27919d99f8a4908f,Lahore,Full-time,,No experience required,No specific education required
Active 2 days ago·,polymer Engineer,N.K.F Industries Pvt Ltd.,https://pk.indeed.com/cmp/N.k.f-Industries-Pvt-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1hse70huijrjb800&fromjk=4b0133b69364930f,Lahore,Full-time,,No experience required,No specific education required
Active 8 days ago·,designer metal fabrication pipe bending,mahenti industries,https://pk.indeed.com/cmp/Mahenti-Industries-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse70qt1jrjb800&fromjk=2ac648a706eabd35,Korangi,Full-time,"Rs 35,000",No experience required,No specific education required
Active 2 days ago·,MTO (Garment Production),Combined Fabrics Ltd,https://pk.indeed.com/cmp/Combined-Fabrics-Ltd-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hse710p4jkbq803&fromjk=1b589e2be42248af,Lahore,Full-time,,No experience required,No specific education required
Active 2 days ago·,Senior Industrial Engineer,Anwar Khawaja Composites,https://pk.indeed.com/cmp/Anwar-Khawaja-Composites?campaignid=mobvjcmp&from=mobviewjob&tk=1hse71bqk2fe9004&fromjk=07adec188e9387ad,Sialkot,Full-time,,Senior Level,No specific education required
Active 2 days ago·,Solar Supervisor,URBAN SOLTECH,https://pk.indeed.com/cmp/Encodx-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hse71jq12fe9000&fromjk=b4ba97cb3f371d6f,Lahore,Full-time,"Rs 85,000",No experience required,No specific education required
Posted 30+ days ago·,Machine Learning Engineer,Caramel Tech Studios,https://pk.indeed.com/cmp/Caramel-Tech-Studios?campaignid=mobvjcmp&from=mobviewjob&tk=1hse71pnrj9jb800&fromjk=a41ef4e808403068,Lahore,,,Senior Level,No specific education required
Active 3 days ago·,MTO-Electronic Engineer,IGLOO-Pakistan Dairy Product Pvt. Ltd,https://pk.indeed.com/cmp/Igloo--pakistan-Dairy-Product-Pvt.-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse724kljkbq800&fromjk=467e6d260aa70f2a,Karachi,Full-time,,Entry level,No specific education required
Active 2 days ago·,Metallurgical Engineer,Rastgar Engineering Company,https://pk.indeed.com/cmp/Rastgar-Engineering-Company?campaignid=mobvjcmp&from=mobviewjob&tk=1hse72cgtjrji800&fromjk=6ec1f8035e17f286,Islamabad,Full-time,"Rs 60,000",Entry level,No specific education required
Posted 30+ days ago·,Technical Recruiter,Leverify,https://pk.indeed.com/cmp/Leverify?campaignid=mobvjcmp&from=mobviewjob&tk=1hse72heciekh800&fromjk=c6387fdca1990bce,Pakistan,Full-time,,No experience required,No specific education required
Active 4 days ago·,MECHANICAL SUPERVISOR,Water Engineering & Management Services (PVT.) LTD.,https://pk.indeed.com/cmp/Water-Engineering-&-Management-Services-(pvt.)-Ltd.-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse72oarjkm9800&fromjk=3c51b0d0a863a775,Lahore,Full-time,,Entry level,No specific education required
Posted 1 day ago·,Field Service Engineer,Avanceon MEA,https://pk.indeed.com/cmp/Avanceon?campaignid=mobvjcmp&from=mobviewjob&tk=1hse73080j6e483i&fromjk=ee9e61fee4de663f,Lahore,Full-time,,Entry level,No specific education required
Posted 30+ days ago·,Construction Site Engineer,SHADAB TEXTILE MILLS LIMITED,https://pk.indeed.com/cmp/Shadab-Textile-Mills-Limited-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse73a2s2fnk03c&fromjk=b749e414692dff77,Lahore,Full-time,,Senior Level,No specific education required
Active 4 days ago·,Officer Maintenance (Head Technician),primehr,https://pk.indeed.com/cmp/Primehr-a213d8f0?campaignid=mobvjcmp&from=mobviewjob&tk=1hse73ivsjrjb800&fromjk=31e762a88a638fe3,Karachi,Full-time,"Rs 120,000",No experience required,No specific education required
Posted 30+ days ago·,Energy & Green Building Consultant,EU Tech Chamber,https://pk.indeed.com/cmp/Eu-Tech-Chamber?campaignid=mobvjcmp&from=mobviewjob&tk=1hse73nsojri0800&fromjk=5f026e9d38d5a79b,Pakistan,,,Senior Level,No specific education required
Today·,Senior Machine Learning Engineer (Remote),Architecture in Motion Inc.,https://pk.indeed.com/cmp/Architecture-in-Motion?campaignid=mobvjcmp&from=mobviewjob&tk=1hse741q2jkm980a&fromjk=7b1893e5d633c7aa,Lahore Gpo,Full-time,,No experience required,No specific education required
Active 2 days ago·,Civil Engineer,Reliance Hospital Bahria Town,https://pk.indeed.com/cmp/Reliance-Hospital-Bahria-Town?campaignid=mobvjcmp&from=mobviewjob&tk=1hse749n4jrig801&fromjk=86106c6966866b13,Islamabad,Contract,,No experience required,No specific education required
Active 13 days ago·,AutoCAD Designer Specialist,Rack Master Engineering Works,https://pk.indeed.com/cmp/Rack-Master-Engineering-Works-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hse74iiojkbq800&fromjk=2fa637bced8c93a3,Gujranwala,Full-time,"Rs 25,000",No experience required,Bachelor’s Degree
Posted 4 days ago·,Manager Maintenance,United King,https://pk.indeed.com/cmp/United-King?campaignid=mobvjcmp&from=mobviewjob&tk=1hse74ngujkm9800&fromjk=1e07537f1c83b709,Karachi,Full-time,,No experience required,No specific education required
Posted 30+ days ago·,Engineering Coordinator,CHASE UP,https://pk.indeed.com/cmp/Chase-Up?campaignid=mobvjcmp&from=mobviewjob&tk=1hse750ed2fec000&fromjk=2df9a0bba495db51,Karachi,Full-time,,No experience required,No specific education required
Active 2 days ago·,Senior Technical Recruiter,ACG Tech Systems,https://pk.indeed.com/cmp/Acg-Tech-Systems?campaignid=mobvjcmp&from=mobviewjob&tk=1hse758e9jl3p802&fromjk=9a8dbe20d0d0361a,Lahore,Full-time,,Mid level,Bachelor’s Degree
Posted 30+ days ago·,Assistant Manager Engineering,Martin Dow,https://pk.indeed.com/cmp/Martin-Dow-Pharmaceuticals?campaignid=mobvjcmp&from=mobviewjob&tk=1hse75hitjtss800&fromjk=316a9feab5b29d42,Karachi,Full-time,,No experience required,No specific education required
Active 2 days ago·,Junior Project Manager,e-Squall Technologies Pvt Ltd,https://pk.indeed.com/cmp/E--squall-Technologies-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse75pm52fe9000&fromjk=169e6aa094a1d21a,Rawalpindi,Full-time,,No experience required,No specific education required
Active 2 days ago·,Manager Warehouse ( Technical & Raw Material),Agile HR Consulting,https://pk.indeed.com/cmp/Agile-HR-3?campaignid=mobvjcmp&from=mobviewjob&tk=1hse760t42fec000&fromjk=87d2642838c06d61,Karachi,Full-time,,No experience required,No specific education required
Today·,Construction Manager - Mechanical,ACG Tech Systems,https://pk.indeed.com/cmp/Acg-Tech-Systems?campaignid=mobvjcmp&from=mobviewjob&tk=1hse76a2q2fe9001&fromjk=96ea9b11d361a9a1,Islamabad,Full-time,,No experience required,Bachelor’s Degree
Active 2 days ago·,Technical Analyst,Style Textile (Pvt) Ltd,https://pk.indeed.com/cmp/Style-Textile-(pvt)-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse76jrij6dv804&fromjk=c8095533f58d7aff,Lahore,Full-time,,Entry level,No specific education required
Today·,Fiber Optic Technician/Helper,Logon Broadband Pvt Ltd.,https://pk.indeed.com/cmp/Logon-Broadband-Pvt-Ltd-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse76sm4jri0800&fromjk=6213f1a96e0da91c,Karachi,Full-time,"Rs 25,000",No experience required,High School Degree
Active 2 days ago·,Site Manager,RAG Process LLC,https://pk.indeed.com/cmp/Rag-Process-LLC-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse773652fnk001&fromjk=997020cd7ad84788,Lahore,Full-time,,Senior Level,Bachelor’s Degree
Posted 4 days ago·,Project Manager,United Bank Limited,https://pk.indeed.com/cmp/United-Bank-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hse77c81jrig805&fromjk=d252677a72dc68fe,Karachi,Full-time,,Senior Level,Bachelor’s Degree
Posted 30+ days ago·,Associate Data Scientist,i2c inc.,https://pk.indeed.com/cmp/I2c-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1hse77k5u2fec00a&fromjk=d023edfdbd0f3669,Lahore,,,Entry level,No specific education required
Posted 23 days ago·,"Software Engineer, Fresh or Recent Graduate",Tajir,https://pk.indeed.com/cmp/Tajir?campaignid=mobvjcmp&from=mobviewjob&tk=1hse77ud5jl3p801&fromjk=d16e8677aada7c61,Lahore,Full-time,,Entry level,No specific education required
Active 2 days ago·,mechanical draftsman,Design Hok,https://pk.indeed.com/cmp/Design-Hok?campaignid=mobvjcmp&from=mobviewjob&tk=1hse78620j6e4801&fromjk=84444e32ed397669,Faisalabad,Full-time,"Rs 20,000",No experience required,No specific education required
Active 2 days ago·,Junior Data Engineer,Squarera,https://pk.indeed.com/cmp/Squarera?campaignid=mobvjcmp&from=mobviewjob&tk=1hse78bumjrjb800&fromjk=508cc4111172edf5,Karachi,Full-time,,No experience required,No specific education required
Active 2 days ago·,Engineering Supervisor.,ASK Development,https://pk.indeed.com/cmp/Ask-Development?campaignid=mobvjcmp&from=mobviewjob&tk=1hse78juiiekh801&fromjk=9ca6a3533514b5e4,Karachi,Contract,"Rs 32,000",No experience required,No specific education required
Active 23 days ago·,Operation Excellence Associate (Industrial Engineering),HRSG Outsourcing Pvt.Ltd.,https://pk.indeed.com/cmp/Hrsg?campaignid=mobvjcmp&from=mobviewjob&tk=1hse78tm3jrj3800&fromjk=dce060dda32f405d,Karachi,Full-time,"Rs 70,000",Entry level,No specific education required
Posted 30+ days ago·,Associate Machine Learning Engineer,iENGINEERING,https://pk.indeed.com/cmp/Iengineering?campaignid=mobvjcmp&from=mobviewjob&tk=1hse793fhiekh800&fromjk=7d40c02daf498b41,Islamabad,Full-time,,No experience required,Bachelor’s Degree
Active 2 days ago·,DAE Associate Engineer,ELECTROSOLZ,https://pk.indeed.com/cmp/Electrosolz?campaignid=mobvjcmp&from=mobviewjob&tk=1hse79alvjkbq800&fromjk=01539efefb6ed446,Rawalpindi,Full-time,"Rs 20,000",No experience required,No specific education required
Active 2 days ago·,"Purchasing Coordinator (Silica sand, Limestone or Cement factory)",Luna Corporation,https://pk.indeed.com/cmp/Luna-Corporation-Gulf-Jobs?campaignid=mobvjcmp&from=mobviewjob&tk=1hse79fsijrji800&fromjk=75ba4666b0fde84c,Lahore,Full-time,,No experience required,No specific education required
Posted 30+ days ago·,Associate Software Engineer,Manafa Technologies,https://pk.indeed.com/cmp/Manafa-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1hse79p5uj9jb800&fromjk=795f484bf90b61a3,Lahore,Full-time,,No experience required,No specific education required
Today·,Client Support Associate,The value Engineering,https://pk.indeed.com/cmp/Value-Engineering-3?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7a1l9jrhg800&fromjk=c2daa804c5b1dca6,Rawalpindi,Full-time,"Rs 70,000",Entry level,No specific education required
Posted 2 days ago·,"Trainee Executive BSc in Physics, Chemistry, or Inter Pre-Engineering For Technocomercial Dept.",cosmos Engineering,https://pk.indeed.com/cmp/Cosmos-Engineering-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7a78ljl3p805&fromjk=c9b3985a3c5c3813,Karachi,"Full-time
Contract","Rs 24,000",No experience required,No specific education required
Posted 30+ days ago·,Energy and Climate Change Experts - Pakistan,Tetra Tech,https://pk.indeed.com/cmp/Tetra-Tech?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7absrjrin88q&fromjk=7a2a6232f140afd6,Islamabad,,,No experience required,Master’s Degree
Active 10 days ago·,Assistant Manager Quality Control (Mechanical Engineer),TM Rubber Pvt. Ltd.,https://pk.indeed.com/cmp/Tm-Rubber-Pvt.-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ao5ljrho803&fromjk=36f9c23391e2b2cc,Lahore,Full-time,"Rs 45,000",Mid level,No specific education required
Posted 30+ days ago·,Quality Assurance Manager & Engineers,eWorx International,https://pk.indeed.com/cmp/Eworx-International?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7b2drjri0800&fromjk=18514bf4c818d56d,Lahore,,,No experience required,No specific education required
Active 8 days ago·,Wiremen required for Control & Power wiring of LV /DB Panels,RCO Engineering,https://pk.indeed.com/cmp/Rco-Engineering?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7bf19jrj3801&fromjk=ce3e0f3aa84e03a2,Karachi,Full-time,"Rs 25,000",No experience required,No specific education required
Posted 4 days ago·,Data Analytics and Reporting Specialist,Enterprise64,https://pk.indeed.com/cmp/Enterprise64?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7bjcjjtt0800&fromjk=23c80df895503db9,Karachi,Full-time,,No experience required,Bachelor’s Degree
Posted 2 days ago·,Senior Quality Engineer,S&P Global,https://pk.indeed.com/cmp/S&P-Global?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7brl2jtt0801&fromjk=f1175169326ceb05,Islamabad,,,No experience required,Master’s Degree
Active 2 days ago·,CAD /CAM Operator (Mechanical),Rastgar Engineering Company,https://pk.indeed.com/cmp/Rastgar-Engineering-Company?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7c6slj6dv800&fromjk=8a5dfa0b1a72016c,Islamabad,Full-time,"Rs 35,000",Mid level,No specific education required
Posted 30+ days ago·,Injection Molding Production Manager,Khawaja Industrial Group Pvt. Ltd.,https://pk.indeed.com/cmp/Optoelectronics-Pvt.-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7cb56j6e4801&fromjk=e27c0a96ff0afa49,Lahore,Full-time,"Rs 70,000",Mid level,No specific education required
Active 2 days ago·,Quality Control & Assurance Officer,Fulcrum Pvt Ltd,https://pk.indeed.com/cmp/Fulcrum-Pvt-Ltd-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7cgfi2fnk000&fromjk=3d21acdea45537e8,Karachi,Full-time,"Rs 50,000",Mid level,No specific education required
Posted 6 days ago·,Data Engineer,Mobiz,https://pk.indeed.com/cmp/Mobiz?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7clo9jrgh801&fromjk=67cae01f87765af3,Islamabad,Full-time,,No experience required,No specific education required
Active 2 days ago·,Product Support Engineer,Programmers Force,https://pk.indeed.com/cmp/Programmers-Force-274507fd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ct7gj6dv801&fromjk=ee0ed64b90066637,Lahore,Contract,"Rs 50,000",No experience required,No specific education required
Active 6 days ago·,Automation Engineering Intern,S.A. Hamid & Co,https://pk.indeed.com/cmp/S.a.-Hamid-&-Co?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7d3e1jrji807&fromjk=5223903f86ffc67f,Lahore,Full-time,,No experience required,No specific education required
Active 8 days ago·,Head of Engineering,Fabro International (Pvt) Limited,https://pk.indeed.com/cmp/Brickstech-Digital?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7dbncjtss802&fromjk=7fab67337c1da8aa,Lahore,Full-time,"Rs 30,000",Entry level,Associate Degree
Posted 30+ days ago·,Testing & Quality Assurance,Altair Technologies,https://pk.indeed.com/cmp/Altair-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7djbjiekh800&fromjk=9c5b16142eebe70b,Islamabad,,,Entry level,No specific education required
Posted 17 days ago·,Junior Product Manager - WFH/ Remote Job,Fresh Futures Global,https://pk.indeed.com/cmp/Fresh-Futures-Global?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7dtgg2fec000&fromjk=5961a128e1e520f7,Islamabad,Full-time,,Entry level,No specific education required
Active 9 days ago·,CNC Operator Programmer,Techmen Engineering,https://pk.indeed.com/cmp/Techmen-Engineering?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7e4hsj6dv800&fromjk=870141632c22400d,Lahore,Full-time,"Rs 50,000",No experience required,No specific education required
Active 2 days ago·,Business Developer Officer (Night Shift),Octaloop Technologies,https://pk.indeed.com/cmp/Octaloop-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7e9qtjrgi86m&fromjk=cb5f88d53df9700c,Islamabad,Full-time,"Rs 100,000 a month",No experience required,No specific education required
Active 11 days ago·,Fire System Technician,Conexus System,https://pk.indeed.com/cmp/Conexus-System?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ee7ejl0v800&fromjk=ab950b1c7604bd41,Lahore,"Fresher
Full-time","Rs 30,000 a month",No experience required,No specific education required
Active 4 days ago·,Executive Electroplating,Omar Jibran Engineering Industries Ltd,https://pk.indeed.com/cmp/Omar-Jibran-Engineering-Industries-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ejje2fe9000&fromjk=ad6fda1bf99b4b1c,Lahore,Full-time,"Rs 35,000 a month",Mid level,No specific education required
Posted 17 days ago·,Product Manager - WFH/ Remote Job,Fresh Futures Global,https://pk.indeed.com/cmp/Fresh-Futures-Global?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ep27jrgi805&fromjk=4b19f2ca6da53048,Islamabad,Full-time,,Senior Level,No specific education required
Posted 30+ days ago·,Internship Leading to Job – Application Engineer,Voltonic Solution Pvt. Ltd.,https://pk.indeed.com/cmp/Voltonic-Solution-Pvt.-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7f4c1jrgh800&fromjk=f2925323048fa7bb,Lahore,Full-time,,No experience required,No specific education required
Posted 5 days ago·,Release Train Engineer (RTE),S&P Global,https://pk.indeed.com/cmp/S&P-Global?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7fdc7jrho800&fromjk=85158b36643af9a3,Islamabad,,,Senior Level,Bachelor’s Degree
Active 3 days ago·,Fiber Optic Technician,Logon Broadband Pvt Ltd.,https://pk.indeed.com/cmp/Logon-Broadband-Pvt-Ltd-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7fnbej6d6800&fromjk=ebd216267582a54a,Karachi,Full-time,"Rs 30,000",No experience required,High School Degree
Today·,Closing Expert,Clearpath Engineering & Services (Pvt.) Ltd,https://pk.indeed.com/cmp/Clearpath-Engineering-&-Services-(pvt.)-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ftnujri0800&fromjk=5b008d2116d9d163,Rawalpindi,Full-time,"Rs 50,000",Entry level,Bachelor’s Degree
Active 4 days ago·,Product Design Engineer,Energy Informatics,https://pk.indeed.com/cmp/Energy-Informatics?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7g37mjl0v800&fromjk=1e2a28a60c898f5a,Lahore,Full-time,"Rs 50,000",Entry level,Bachelor’s Degree
Active 4 days ago·,Power BI Expert,Avanceon MEA,https://pk.indeed.com/cmp/Avanceon?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7g7cqjrji801&fromjk=03b32980fdd723a3,Lahore,Full-time,,No experience required,No specific education required
Active 2 days ago·,Assistant Manager - Production,Herbion Private Limited,https://pk.indeed.com/cmp/Herbion-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7gfahjrgh800&fromjk=86977cfa5853efd3,Lahore,Full-time,,No experience required,No specific education required
Posted 1 day ago·,Product Support Expert,Programmers Force,https://pk.indeed.com/cmp/Programmers-Force-274507fd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7gn8e2fnk000&fromjk=6a48d9257b1dfa7a,Lahore,Contract,"Rs 50,000",No experience required,No specific education required
Active 2 days ago·,Project Execution Engineer (Automation),Bilal Switchgear Engineering,https://pk.indeed.com/cmp/Tna-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7gt5ljl3p800&fromjk=3fe63265a4a3d180,Lahore,Full-time,"Rs 80,000",Mid level,No specific education required
Posted 30+ days ago·,Data Engineer (BI),CureMD Healthcare,https://pk.indeed.com/cmp/Curemd?campaignid=mobvjcmp&from=mobviewjob&tk=1hse7ivaujkm9801&fromjk=90be3f10f07da9b4,Lahore,Full-time,,Entry level,No specific education required
